word,meaning,mnemonic,image,video,example,synonyms,antonyms,difficulty,category,setIds
presumption,an assumption that is taken for granted,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"When Mr. Baker found out the family car was gone, he acted under the presumption that his rebellious son had taken the car, calling his son's phone and yelling at him; only later did Mr. Baker realize that Mrs. Baker had simply gone out to get her nails done.",,,medium,academic,gre
docile,easily handled or managed; willing to be taught or led or supervised or directed,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Barnyard animals are considerably more docile than the wild animals.,,,medium,academic,gre
disseminate,cause to become widely known,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Before the effects of anesthesia were disseminated, patients had to experience the full pain of a surgery.",,,medium,academic,gre
pecuniary,relating to or involving money,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The defendent was found guilty and had to serve a period of community service as well as pay pecuniary damages to the client.,,,medium,academic,gre
miscreant,a person who breaks the law,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"""Come back you miscreant!"" yelled the woman who just had her purse stolen.",,,medium,academic,gre
empiricism,"any method that derives knowledge from experience, used in experimental science as a way to gain insight and knowledge",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Empiricism does not always lead to knowledge; an experience or experiment may raise more questions than it answers.,,,medium,academic,gre
refute,prove to be false or incorrect,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"No one could refute his theories or propositions, and that is why he was esteemed by all his colleagues in the philosophy department.",,,medium,academic,gre
volubility,the quality of talking or writing easily and continuously,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The professor's volubility knows no bounds; he could talk through a hurricane and elaborate a point from one St. Patrick's Day to the next.,,,medium,academic,gre
boon,a desirable state,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Modern technology has been a boon to the travel industry.,,,medium,academic,gre
defray,"to help pay the cost of, either in part or full",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"In order for Sean to attend the prestigious college, his generous uncle helped defray the excessive tuition with a monthly donation.",,,medium,academic,gre
unviable,"not able to work, survive, or succeed (also spelled inviable).",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The plan was obviously unviable considering that it lead to complete environmental destruction in the river valley.,,,medium,academic,gre
ebullient,joyously unrestrained,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Can you blame him for his ebullient mood? He just graduated from medical school.,,,medium,academic,gre
unprecedented,having never been done or known before; novel,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"When America first created its national parks, the idea of setting aside the most beautiful land in a country was unprecedented in the history of mankind.",,,medium,academic,gre
factitious,artificial; not natural,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The defendant’s story was largely factitious and did not accord with eyewitness testimonies,,,medium,academic,gre
querulous,habitually complaining,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The querulous old woman was begining to wear down even the happier members of the staff with her ceaseless complaining.,,,medium,academic,gre
vindicate,"to clear of accusation, blame, suspicion, or doubt with supporting arguments or proof",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Even seven Tour de France wins cannot vindicate Lance Armstrong in the eyes of the public--that the athlete used performance enhancing drugs invalidates all those wins.,,,medium,academic,gre
immaterial,not relevant,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The judge found the defendant’s comments immaterial to the trial, and summarily dismissed him from the witness stand.",,,medium,academic,gre
advocate,"speak, plead, or argue in favor of",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"While the senator privately approved of gay marriage, he was unwilling to advocate for the cause in a public venue.",,,medium,academic,gre
perfunctory,done routinely and with little interest or care,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The short film examines modern perfunctory cleaning rituals such as washing dishes, doing laundry and tooth-brushing.",,,medium,academic,gre
auspicious,"favorable, the opposite of sinister",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Despite an auspicious beginning, Mike’s road trip became a series of mishaps, and he was soon stranded and penniless, leaning against his wrecked automobile.",,,medium,academic,gre
celerity,"speed, rapidity",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"We aim to respond to customers' questions with celerity and accuracy, with no longer than a 24 hour wait time.",,,medium,academic,gre
cataclysm,an event resulting in great loss and misfortune,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The introduction of smallpox was a cataclysm for Native Americans, killing off more than half of their population.",,,medium,academic,gre
cupidity,greed for money,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Some people believe that amassing as much wealth as possible is the meaning to life—yet they often realize that cupidity brings anything but happiness.,,,medium,academic,gre
clemency,leniency and compassion shown toward offenders by a person or agency charged with administering justice,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"In the final moments of the trial, during his closing speech, Phillips was nearly begging the judge for clemency.",,,medium,academic,gre
improvident,not given careful consideration,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Marty was improvident, never putting money aside for the future but spending it on decorating the interior of his home.",,,medium,academic,gre
incontrovertible,necessarily or demonstrably true; impossible to deny or disprove,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Unless you can provide incontrovertible evidence, I will remain skeptical.",,,medium,academic,gre
amply,more than is adequate,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The boat was amply supplied for its year at sea—no man would go hungry or thirst.,,,medium,academic,gre
implicate,convey a meaning; imply,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"By saying that some of the guests were uncomfortable, the manager implicated to the hotel staff that it needed to be more diligent.",,,medium,academic,gre
amok,in a frenzied or uncontrolled state,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Wherever the bowl haircut teen-idol went, his legions of screaming fans ran through the streets amok, hoping for a glance at his boyish face.",,,medium,academic,gre
proponent,a person who pleads for a cause or propounds an idea,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Ironically, the leading proponent of Flat-Earth Theory flies all over the world in an effort to win more adherents.",,,medium,academic,gre
exegesis,"critical explanation or analysis, especially of a text",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The Bible is fertile ground for exegesis—over the past five centuries there have been as many interpretations as there are pages in the Old Testament.,,,medium,academic,gre
pertinent,having precise or logical relevance to the matter at hand,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"While the salaries of the players might draw attention in the media, such monetary figures are not pertinent to the question of who plays the best on the field.",,,medium,academic,gre
expunge,to eliminate completely,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"When I turned 18, all of the shoplifting and jaywalking charges were expunged from my criminal record.",,,medium,academic,gre
bucolic,relating to the pleasant aspects of the country,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The noble families of England once owned vast expanses of beautiful, bucolic land.",,,medium,academic,gre
malingerer,someone shirking their duty by pretending to be sick or incapacitated,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"At one time, our country was full of hardworking respectful people, but now it seems that everyone is a malingerer with little inclination to work.",,,medium,academic,gre
candidness,the quality of being honest and straightforward in attitude and speech,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Although I was unhappy that the relationship ended, I appreciated her candidness about why she was ready to move on from the relationship.",,,medium,academic,gre
flux,a state of uncertainty about what should be done (usually following some important event),,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Ever since Elvira resigned as the head of marketing, everything about our sales strategy has been in a state of flux.",,,medium,academic,gre
deleterious,harmful to living things,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The BP oil spill in the Gulf of Mexico was deleterious to the fishing industry in the southern states.,,,medium,academic,gre
parsimonious,extremely frugal; miserly,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Katie is so parsimonious that she only buys a pair of socks if all of her other socks have holes in them.,,,medium,academic,gre
entice,get someone to do something through (often false or exaggerated) promises,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Harold enticed his wife, Maude, to go on a vacation to Hawaii, with promises of luaus on the beach and all-you-can-eat seafood buffets.",,,medium,academic,gre
arbitrary,"based on a random, groundless decision",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,One of the arbitrary decrees in place during the emperor's rule is that all citizens pay him weekly homage at his palace.,,,medium,academic,gre
aesthetic,concerned with the appreciation of beauty,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The director, not known for his aesthetic sensibilities, decided not to use costumes at all, and put on the play in everyday clothing.",,,medium,academic,gre
appurtenant,supply added support,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"In hiking Mt. Everest, sherpas are appurtenant, helping climbers both carry gear and navigate treacherous paths.",,,medium,academic,gre
truculence,defiant aggressiveness,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"When the boss confronted Aaron about his earlier remarks, Aaron responded with utter truculence, simply throwing a glass of water in the boss' face and walking away.",,,medium,academic,gre
transmute,"change or alter in form, appearance, or nature",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,One of the goals of alchemy was to find the substance or process that would transmute lead into gold.,,,medium,academic,gre
chary,"cautious, suspiciously reluctant to do something",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Having received three speeding tickets in the last two months, Jack was chary of driving at all above the speed limit, even on a straight stretch of highway that looked empty for miles ahead.",,,medium,academic,gre
squander,"spend thoughtlessly; waste time, money, or an opportunity",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Fearing his money would be squandered by his family, he gave all of it to charity when he died.",,,medium,academic,gre
repudiate,reject as untrue or unfounded,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Many in the public believed the rumors of a UFO crash outside town, so the chief of police did everything he could to repudiate the rumors.",,,medium,academic,gre
audacious,willing to be bold in social situations or to take risks,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"As all of the other campers cowered in their tents, Bill, armed only with a flashlight, audaciously tracked down the bear that had raided their food.",,,medium,academic,gre
maxim,a short saying expressing a general truth,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Johnson initially suggests that the secret to business can be summarized in a single maxim but then requires a 300-page book to explain exactly what he means.,,,medium,academic,gre
hail,enthusiastically acclaim or celebrate something,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Many college superstar athletes are hailed as the next big thing, but then flop at the professional level.",,,medium,academic,gre
tempered,moderated in effect,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The wide-eyed optimism of her youth was now tempered after she had worked many years in the criminal justice system.,,,medium,academic,gre
corroborate,to confirm or lend support to (usually an idea or claim),,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Her claim that frog populations were falling precipitously in Central America was corroborated by locals, who reported that many species of frogs had seemingly vanished overnight.",,,medium,academic,gre
rile,"cause annoyance in; disturb, especially by minor irritations",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Dan is usually calm and balanced, but it takes only one intense glare from Sabrina to rile him.",,,medium,academic,gre
redress,an act of making something right,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Barry's redress for forgetting his wife's birthday two years in a row was surprising her with a trip to Tahiti.,,,medium,academic,gre
doleful,filled with or evoking sadness,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"No event is more doleful than the passing of my mother; she was a shining star in my life, and it brings me great sadness to think that she is now gone.",,,medium,academic,gre
vicarious,felt or undergone as if one were taking part in the experience or feelings of another,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The advent of twitter is a celebrity stalker's dream, as he or she can—through hundreds of intimate ""tweets""—vicariously live the life of a famous person.",,,medium,academic,gre
flush,to be in abundance,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The exam's passage is flush with difficult words, words that you may have learned only yesterday.",,,medium,academic,gre
pugnacious,eager to fight or argue; verbally combative,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The comedian told one flat joke after another, and when the audience started booing, he pugnaciously spat back at them, “Hey, you think this is easy – why don’t you buffoons give it a shot?”",,,medium,academic,gre
leery,openly distrustful and unwilling to confide,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Without checking his references and talking  to previous employers, I am leery of hiring the candidate.",,,medium,academic,gre
indigent,poor; having very little,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"In the so-called Third World, many are indigent and only a privileged few have the resources to enjoy material luxuries.",,,medium,academic,gre
thoroughgoing,very thorough; complete,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"As a thoroughgoing bibliophile, one who had turned his house into a veritable library, he shocked his friends when he bought a Kindle.",,,medium,academic,gre
cede,relinquish possession or control over,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Eventually, all parents must cede control of their growing childrens' educations and allow their offspring some autonomy.",,,medium,academic,gre
prolific,intellectually productive,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Schubert was the most prolific composer, producing hundreds of hours of music before he died at the age of 31.",,,medium,academic,gre
dilapidated,in terrible condition,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The main house has been restored but the gazebo is still dilapidated and unuseable.,,,medium,academic,gre
self-effacing,reluctant to draw attention to yourself,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The most admirable teachers and respected leaders are those who are self-effacing, directing attention and praise to their students and workers.",,,medium,academic,gre
sanguine,cheerful; optimistic,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"With the prospect of having to learn 3,000 words during the course of the summer, Paul was anything but sanguine.",,,medium,academic,gre
raffish,marked by a carefree unconventionality or disreputableness,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The men found him raffish, but the women adored his smart clothes and casual attitude.",,,medium,academic,gre
flounder,behave awkwardly; have difficulties,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Sylvia has excelled at advanced calculus, but ironically, when she has deal with taxes, she flounders.",,,medium,academic,gre
pillory,ridicule or expose to public scorn,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"After the candidate confessed, the press of the opposing party took the opportunity to pillory him, printing editorials with the most blatantly exaggerated accusations.",,,medium,academic,gre
moot,open to argument or debate; undecidable in a meaningless or irrelevant way,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Since the Board just terminated Steve as the CEO, what the finance committe might have thought of his proposed marketing plan for next year is now a moot point.",,,medium,academic,gre
juggernaut,a force that cannot be stopped,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Napoleon was considered a juggernaut until he decided to invade Russia in winter; after which, his once indomitable army was decimated by cold and famine.",,,medium,academic,gre
apathetic,marked by a lack of interest,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Mr. Thompson was so talented at teaching math that even normally apathetic students took interest.,,,medium,academic,gre
inimical,hostile (usually describes conditions or environments),,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Venus, with a surface temperature that would turn rubber to liquid, is inimical to any form of life.",,,medium,academic,gre
palatable,acceptable to the taste or mind,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"MIkey didn't partake much in his friends' conversations, but found their presence palatable.",,,medium,academic,gre
jejune,dull; lacking flavor,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Although many top chefs have secured culinary foam's popularity in haute cuisine, Waters criticizes it for being jejune and unfilling.",,,medium,academic,gre
taxing,use to the limit; exhaust,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The hike to the summit of Mt. Whitney was so taxing that I could barely speak or stand up.,,,medium,academic,gre
discord,lack of agreement or harmony,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Despite all their talented players, the team was filled with discord--some players refused to talk to others--and lost most of their games.",,,medium,academic,gre
elucidate,make clearer and easier to understand,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Youtube is great place to learn just about anything--an expert elucidates finer points so that even a complete novice can learn.,,,medium,academic,gre
solecism,a socially awkward or tactless act,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Mother Anna was always on guard against any solecism from her children and scolded them immediately if any of them talked out of place in public.,,,medium,academic,gre
deferential,showing respect,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"If you ever have the chance to meet the president, stand up straight and be deferential.",,,medium,academic,gre
mettlesome,filled with courage or valor,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"For its raid on the Bin Laden’s compound in Abbottabad, Seal Team Six has become, for many Americans, the embodiment of mettle.",,,medium,academic,gre
stem,to hold back or limit the flow or growth of something,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"To stem the tide of applications, the prestigious Ivy requires that each applicant score at least 330 on the Revised GRE.",,,medium,academic,gre
voracious,very hungry; approaching an activity with gusto,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Steven was a voracious reader, sometimes finishing two novels in the same day.",,,medium,academic,gre
predilection,a strong liking,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Monte had a predilection for the fine things in life: Cuban cigars, 200 dollar bottles of wine, and trips to the French Riviera.",,,medium,academic,gre
poignant,emotionally touching,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"After the Montagues and Capulets discover the dead bodies of Romeo and Juliet,  in the play's most poignant moment, the two griefstricken familes agree to end their feud once and for all.",,,medium,academic,gre
respite,a pause from doing something (as work),,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Every afternoon, the small company has a respite in which workers play foosball or board games.",,,medium,academic,gre
piquant,having an agreeably pungent taste,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The chef, with a mere flick of the salt shaker, turned the bland tomato soup into a piquant meal.",,,medium,academic,gre
desiccated,"uninteresting, lacking vitality",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Few novelists over 80 are able to produce anything more than desiccated works--boring shadows of former books.,,,medium,academic,gre
presentiment,a feeling of evil to come,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"On the night that Lincoln would be fatally shot, his wife had a presentiment about going to Ford's Theater, but Lincoln persuaded her that everything would be fine.",,,medium,academic,gre
patent,glaringly obvious,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Since the book had been through no fewer than six proof runs, the staff was shocked to see such a patent spelling mistake remaining, right in the middle of the front cover!",,,medium,academic,gre
vacillate,be undecided about something; waver between conflicting positions or courses of action,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Some students vacillate between schools when deciding which to attend, while others focus only on one school.",,,medium,academic,gre
cornucopia,an abundant supply of something good,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The International Food Expo was a cornucopia of culinary delights: gourmet foods from every continent were under one roof.,,,medium,academic,gre
tortuous,marked by repeated turns and bends; not straightforward,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Because the logic behind McMahon's side of the debate was so tortuous, his audience came out either completely confused or, worse, feeling they'd been tricked.",,,medium,academic,gre
phlegmatic,showing little emotion,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Arnold is truly noble, remaining reserved until an issue of significance arises, but Walter is simply phlegmatic: he doesn't have the energy or inclination to care about anything.",,,medium,academic,gre
smattering,a slight or superficial understanding of a subject; a small amount of something,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"I know only a smattering of German, but Helen is able to read German newspapers and converse with natives.",,,medium,academic,gre
erratic,unpredictable; strange and unconventional,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"It came as no surprise to pundits that the President’s attempt at re-election floundered; even during his term, support for his policies was erratic, with an approval rating jumping anywhere from 30 to 60 percent.",,,medium,academic,gre
sycophant,a person who tries to please someone in order to gain a personal advantage,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The CEO was unaware of the damaging consequences of his choices, largely because he surrounded himself with sycophants who would never dare criticize him.",,,medium,academic,gre
epiphany,a sudden revelation or moment of insight,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Gary one day had an epiphany that he was a people person; he promptly quit his factory job and began working as a salesman.,,,medium,academic,gre
apostate,a person who has abandoned a religious faith or cause,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"An apostate of the Republican Party, Sheldon has yet to become affiliated with any party and dubs himself an independent.",,,medium,academic,gre
bridle,the act of restraining power or action or limiting excess,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,New curfew laws have bridled people's tendency to go out at night.,,,medium,academic,gre
sullen,showing a brooding ill humor,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Herbert took board games too seriously, often appearing sullen after losing.",,,medium,academic,gre
gambit,"a maneuver or risk in a game or conversation, designed to secure an advantage",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Randy played a gambit, telling his boss that he would leave at the end of the week if he didn't get a raise.",,,medium,academic,gre
provisional,under terms not final or fully worked out or agreed upon,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Until the corporate office hands down a definitive decision on use of the extra offices, we will share their use in a provisional arrangement.",,,medium,academic,gre
dilettante,an amateur who engages in an activity without serious intentions and who pretends to have knowledge,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Fred has no formal medical training; while he likes to claim authority on medical issues, he is little more than a dilettante.",,,medium,academic,gre
decimation,destroying or killing a large part of the population,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The decimation after atomic bombs were dropped on Hiroshima and Nagasaki is incomprehensible.,,,medium,academic,gre
mulct,to defraud or swindle,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The so-called magical diet cure simply ended up mulcting Maria out of hundreds of dollars, but did nothing for her weight.",,,medium,academic,gre
stultify,"cause one, through routine, to lose energy and enthusiasm",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"As an undergraduate Mark felt stultified by classes outside his area of study; only in grad school, in which he could focus solely on literary analysis, did he regain his scholarly edge.",,,medium,academic,gre
ploy,a clever plan to turn a situation to one's advantage,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Dennis arranged an elaborate ploy, involving 14 different people lying for him in different situations, so that it could appear that he was meeting Mary completely by chance at the wedding reception.",,,medium,academic,gre
raconteur,a person skilled in telling anecdotes,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Jude is entertaining, but he is no raconteur: beyond the handful of amusing stories he has memorized, he has absolutely no spontaneous story-telling ability.",,,medium,academic,gre
vituperate,to criticize harshly; to berate,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Jason had dealt with disciplinarians before, but nothing prepared him for the first week of boot camp, as drill sergeants vituperated him for petty oversights such as forgetting to double knot the laces on his boots.",,,medium,academic,gre
arriviste,a person who has recently reached a position of power; a social climber,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The city center was aflutter with arrivistes who each tried to outdo one another with their ostentatious sports cars and chic evening dress.,,,medium,academic,gre
appropriate,to give or take something by force,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The government appropriated land that was occupied by squatters, sending them scurrying for another place to live.",,,medium,academic,gre
brusquely,"in a blunt, direct manner",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Not one for social pleasantries, the Chief of Staff would brusquely ask his subordinates anything he wanted, even coffee.",,,medium,academic,gre
concede,acknowledge defeat,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,I concede. You win!,,,medium,academic,gre
besmirch,damage the good name and reputation of someone,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The prince's distasteful choice of words besmirched not only his own name, but the reputation of the entire royal family.",,,medium,academic,gre
artifice,cunning tricks used to deceive others,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The mayoral candidates both spent much of the campaign accusing each other of artifices designed to mislead the voting public.,,,medium,academic,gre
abrogate,revoke or relinquish formally; do away with,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"As part of the agreement between the labor union and the company, the workers abrogated their right to strike for four years in exchange for better health insurance.",,,medium,academic,gre
aesthete,one who professes great sensitivity to the beauty of art and nature,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"A true aesthete, Marty would spend hours at the Guggenheim Museum, staring at the same Picasso.",,,medium,academic,gre
martinet,a strict disciplinarian,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,,,,medium,academic,gre
macabre,suggesting the horror of death and decay; gruesome,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Edgar Allen Poe was considered the master of the macabre; his stories vividly describe the moment leading up to—and often those moments after—a grisly death.,,,medium,academic,gre
complaisant,showing a cheerful willingness to do favors for others,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"On her first day at the job, Annie was complaisant, fulfilling every request of her new employee and anticipating future requests.",,,medium,academic,gre
inadvertent,happening by chance or unexpectedly or unintentionally,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Although Prohibition was rooted in noble ideals, the inadvertent and costly consequences of making alcohol illegal in the U.S. led to its repeal.",,,medium,academic,gre
pundit,someone who has been admitted to membership in a scholarly field,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Steven Pinker's credentials are unquestioned as a pundit; he has taught at MIT and Stanford, teaches at Harvard, and has published a number of influential books on cognition, language, and psychology.",,,medium,academic,gre
modicum,a small or moderate or token amount,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"If my sister had even a modicum of sense, she wouldn't be engaged to that barbarian.",,,medium,academic,gre
glean,collect information bit by bit,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Herb has given us no formal statement about his background, but from various hints, I have gleaned that he grew up in difficult circumstances.",,,medium,academic,gre
illustrious,widely known and esteemed; having or conferring glory,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Einstein was possibly the most illustrious scientist in recent history.,,,medium,academic,gre
misogynist,a person who dislikes women in particular,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Many have accused Hemingway of being a quiet misogynist, but recently unearthed letters argue against this belief.",,,medium,academic,gre
sartorial,related to fashion or clothes,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Monte was astute at navigating the world of finance; sartorially, however, he was found wanting—he typically would attempt to complement his beige tie with a gray suit and white pants.",,,medium,academic,gre
scrupulous,characterized by extreme care and great effort,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Because of his scrupulous nature, Mary put him in charge of numbering and cataloging the entire collection of rare stamps.",,,medium,academic,gre
bromide,a trite or obvious remark,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Instead of sharing his umbrella, the cheeky stranger offered Martha the following bromide: ""Looks like it's raining.""",,,medium,academic,gre
futile,producing no result or effect; unproductive of success,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"I thought I could repair the car myself, but after two days of work with no success, I have to admit that my efforts were futile.",,,medium,academic,gre
galvanize,to excite or inspire (someone) to action,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"At mile 23 of his first marathon, Kyle had all but given up, until he noticed his friends and family holding a banner that read, “Go Kyle”; galvanized, he broke into a gallop, finishing the last three miles in less than 20 minutes.",,,medium,academic,gre
